==================== Design Variables ====================
      NAME VALUE MINIMUM MAXIMUM DESCRIPTION              
 pcentBell    70      70      90 Percent Bell of Nozzle   
        ko 0.035   0.035    0.05 Entrainment Constant     
        pc   500     300     500 Chamber Pressure  (psia) 
==========================================================
""
Lprime vs eps,
Lprime,LinjToExit = 6,LinjToExit = 7,LinjToExit = 8
1.0,14.37259592609267,19.133242461628637,24.58685179105309
1.1,13.935057553065567,18.625543543567296,24.01011007547952
1.2000000000000002,13.503863420683254,18.12487135818385,23.44038977614528
1.3000000000000003,13.079653706204521,17.63123245264056,22.877688694662805
1.4000000000000004,12.662437187018837,17.144626169471106,22.32200452388715
1.5000000000000004,12.25222106277049,16.66505168605178,21.77333497611067
1.6000000000000005,11.849011487014879,16.192507587211203,21.23167745946262
1.7000000000000006,11.452813161170612,15.726992158297778,20.69702945501142
1.8000000000000007,11.063629712306392,15.268503371892757,20.16938826533051
1.9000000000000008,10.681463435253846,14.817046497099582,19.647987693415917
2.000000000000001,10.306315733890868,14.372595926092666,19.133242461628633
,
